title,body,date,language,source
Web page is deceiving,web page deceiving booked two rooms thought charging around 450 total 900 also thought booking hotels webpage get paying enough attention,"Date of experience: February 28, 2020",en,HotelSone
Awful experience,awful experience supposedly booked room tropicana casino really dingy motel street chelsea connected skyway disgusting room checked middle night hotelsone help refused refund 400 never againupdate nonsense even sort address issue sold room tropicana picture reservation room real tropicana ultimately put instead got dump chelsea connected tropicana via skyway complete false advertising want money back awful customer service doesn't seem cared update none happened never offered another option told entire hotel sold didst want check a alternatives customer service abysmal your liars never use website,"Date of experience: February 22, 2020",en,HotelSone
You're app does not allow us to put in…,your app allow us put discounts in harp aka military also doesn't allow us identify need handicap accessibility,"Date of experience: February 22, 2020",en,HotelSone
HotelsOne,booking quite easy prices good however unable print reservation never received email promised,"Date of experience: February 21, 2020",en,HotelSone
Did not get a confirming email!!,get confirming email printout confirmation wont print information coloured light printhead copy info printout show,"Date of experience: February 21, 2020",en,HotelSone
Very frustrated because I can not…,frustrated change dates reservation either online call customer service phone sends dead end trail phone loop recognize phone number reservation number emailed customer service help reply cancel reservation refund cost 115 recommend use hotelsone,"Date of experience: February 20, 2020",en,HotelSone
Perfect,perfectprices good affordable,"Date of experience: February 20, 2020",en,HotelSone
I booked rooms on what I thought was…,booked rooms thought microbes website surprise clicked box reservation emailed waited a weeks nothing called hotel directly knew nothing hotel receptionist tells hotelsone part expedite call talked five different people last one gave international number call way room charge showed credit card day thought booked rooms hotelsone replied review confirmation number room wyndham says reservation number try hotelsone,"Date of experience: February 18, 2020",en,HotelSone
I thought I was dealing directly with…,thought dealing directly hotel website stayed numerous times website looked much like hotels got confirmation saw charged full a months advance ludicrous hotel world would next time call directly book room,"Date of experience: February 18, 2020",en,HotelSone
Sneaky 3rd party booking. I wanted the local Mayo Clinic rate,wanted local mayo clinic rate couldn't find website called phone said vacancy tried sell another site of hung made reservation comments asked mayo rate thought dealing directly property stealth way taking booking would good transparent third party service,"Date of experience: February 17, 2020",en,HotelSone
Very fast and easy to book a hotel…,fast easy book hotel room value priced rooms well laid website easy choose room option check availability making payments easy in looking forward visiting vancouver next month thank,"Date of experience: February 16, 2020",en,HotelSone
Terrible service,terrible service represents hotels actual website fact your third party booking calling cancel reservation made of hour prior cancel due family emergency repeatedly told call hotel directly hotel informed booked third party id call second time going obnoxious phone system finally reached representative said wanted book room cancel representatives available cancel put hold of plus minutes told live person need call hotel told called hotel said cancel ultimately hung called american express cancel,"Date of experience: February 15, 2020",en,HotelSone
Pretty hopeless!,pretty hopeless booked one bedroom apartment went well needed change a bedroom apartment phone good made change charged right amount took a months phone calls get confirmation emailed confirmation said booked rooms in still trying get take one bedroom booking in concerned ill get either rooms booked two hotel charge extra one avoid company future trust bookingcom manage booking online button works occasionally,"Date of experience: February 15, 2020",en,HotelSone
Terrible experience,booked room based notification site looking said could cancel clicking finalize booking got list booking details saying cancelled would refund list link instructions changing cancelling booking confusing reassuring also viewing prices notice advertising of reduction booking early want clear whether got of reduction accustomed booking hotel rooms thought booking directly hotel definitely careful next time avoid using hotelsone possible update company responded told got discounted rate advertised refundable recall case fact rate turns lot higher others found since turns cancel told would get refund even tax recovery charge in 47753 booked a night never ever use hotelsone could give zero stars would,"Date of experience: February 13, 2020",en,HotelSone
So far so good,far good easy understand website booked received confirmation almost immediately know early days cant fault booking simple easy confirmation email matches booking checks 100,"Date of experience: February 10, 2020",en,HotelSone
Beware of what they charge you...,hotel advertised 331 two nights made booking charged 411 one night 211 another night 130 service feesmake sure inquire properly charging credit card unauthorized amounts,"Date of experience: February 09, 2020",en,HotelSone
NEVER use this Website to book reservations,cautious using website ill never use made reservation a days later booked hotel without knowledge refuse correct charge blaming hotel hotels fault never contacted hotelsone made another reservation a days later never received email confirming reservation in 200 room never reserved wish could give zero stars favor use different website make reservations know willupdate hotelsone response 022020as claim booked sat feb st computer never left baggage one might ask would book another room night girlfriend never happened end definitely mistake companies part,"Date of experience: February 09, 2020",en,HotelSone
Not good at all,good tried make reservation hotel site said reservation complete haven received email confirmation booking reference last a days try contact email phone number luck change visa,"Date of experience: February 07, 2020",en,HotelSone
I'm not sure why,in sure looked hotel quays batman bay directed booking companymaybe that hotel wantswhat irritating however multiple messages urging speed process telling several others trying book romance commit room price date time period give complete booking think gave of minutes room held process completed course exceed nominated time accept risk losing roomputting pressure potential customer never good,"Date of experience: February 05, 2020",en,HotelSone
Buyer Beware,company unethical wife issue site navigation reviewing reservation somehow cancelled immediately contacted customer service correct end said would investigated would contact didst anything except send followup email claiming nothing charged credit card 857 reservation still honor learn mistake use legitimate booking site like hotelscom bookingcom expediacom go tripadvisor look reviews hotelsone see similar experiencesawful company awful customer service,"Date of experience: February 04, 2020",en,HotelSone
Not impressed,made believe reservation directly confirmed hotel third party careful sneaky way presented website impressed,"Date of experience: February 03, 2020",en,HotelSone
Some issues to be aware of!!!,room temp adjustable hot even though set thermostat lowest would go of of room night blizzard outside might add could sleep told front desk said fan closet could maintenance come look breathe said times hotel issues temp regulation relative temps outsidepool gave children a of rashes turned silver ring black may hot tub sure which husband stepped someone diabetic needle left poolside ground biggest concerncomplaint bought a day ski package available weekdays time check pm check am skiing available 1030am 530pm person get a days skiing hotel check times night skiing available,"Date of experience: January 31, 2020",en,HotelSone
There was nothing wrong with the hotel…,nothing wrong hotel stayed aware website hotel booking site hotelsone read page folks refunded quickly little concerned realize hotline logo page occur part hotel looking book confusing say least,"Date of experience: January 30, 2020",en,HotelSone
My wife did not realize either when she…,wife realize either went make reservation redirected hotelsonewe ended cancelling reservation due inclement weathermen inquiring refund told could take a billing cycles interpret of days stated happy call not provide phone number number voice mail hell human interaction possible guess to are of days refund ones money hope percentage people forget,"Date of experience: January 30, 2020",en,HotelSone
Credit Card Charged,aware hotels website making reservation credit card charged thought used reserve room hotel want able assist customer service useless,"Date of experience: January 30, 2020",en,HotelSone
Excellent to correct mistakes,excellent correct mistakes cancel book breakfast,"Date of experience: January 27, 2020",en,HotelSone
Definitely not recommended.,definitely recommended searched asking three nights price 170 sounded good true called hotel sounded even good true checked information screen stated three nights stay for170 cad say per night based daily rate anything else like saw cancellation refund policy thought would see total transaction finished proceeded point see 170 hit confirmation button 600 change hate online stuff begin in sure read everything carefully 100 see number 170 confirmed 600 cents understand taxes fees identified perhaps even shown transaction finalized wrong wont back,"Date of experience: January 26, 2020",en,HotelSone
So easy not sure how you can improve…,easy sure improve experience,"Date of experience: January 23, 2020",en,HotelSone
Super Excited to stay in March,super excited stay march easy use book,"Date of experience: January 22, 2020",en,HotelSone
Only after booking was it disclosed to…,booking disclosed reservation could changed cancelled things happen peoples lives beyond control live area snowstorms frequent would total rip something happens prevents going,"Date of experience: January 22, 2020",en,HotelSone
Hotelsone is an awesome place to get a great rate on hotel reservations.,found hotelsone website make reservations easy use promptly guided verifying date eligibility tour typical room closing reservation riverside suites seaside best part hotelsone got fantastic rate stay,"Date of experience: January 22, 2020",en,HotelSone
Up to now I did not get any…,get confirmation per mail sent immediately ending booking process,"Date of experience: January 19, 2020",en,HotelSone
Reservation nightmare,making reservation madonna inn website third party takes reservation without knowledge limited room availability cancel change reservation tricky say least never even knew charging credit card aware,"Date of experience: January 19, 2020",en,HotelSone
Confirmation email goes to Spam,confirmation email landed spam folder email yahoo email labeled dangerous,"Date of experience: January 12, 2020",en,HotelSone
The site said the room was $89 for the…,site said room of night of discount reserving online of of discount trust pilot asked reservation number gave means providing 9005020723672,"Date of experience: January 10, 2020",en,HotelSone
Was clean rooms and quick response to…,clean rooms quick response problem room manager tracy taylor treated kindness respect fast response even busy,"Date of experience: January 07, 2020",en,HotelSone
Shame on you,shame never requested reservation site highway rubber without intention jacked reservation trying make directly hotel used big logo banner hotel fooling talking hotel legally wrong your accountable act terrible experience announced paper electronic media many explaining victim dishonesty consumers warn aware prevent reservation get rerouted site recommending never make reservation using site directly landor indirectly due unfair business customers also ask attorney file lawsuit firm demanding punitive damages,"Date of experience: January 07, 2020",en,HotelSone
I made a booking through HotelsOne…,made booking hotelsone accident hotel portland oregon thought booking hotel website inn northrup station unfortunately hotelsone website trying cancel reservation nightmare ended talking someone think us told bill already processed would refund credit card person spoke said would send confirmation email could take a hours certainly come yet appalled poor service fact card charged explicitly understood would charged got hotel really annoying call multiple phone numbers even find reservation favor use website go straight hotel website make sure done use site help,"Date of experience: January 05, 2020",en,HotelSone
Hotelsone = Expedia,hotelsone expedite stay clear folks nothing scam found expedite scam canada last year messed flights resulted driving calgary meet work commitments thus cancel car rentals final destination check early drive back calgary check another hotel expedite kept saying of hours xxx case assigned would continue contact hotel lie knew manager continued say day calls emails hmm manager small town a get manager hotel send expediahotelsonecom email saying okay client reimbursed hotel never contacted expedite kept giving of hours xxx case assigned truly disgusted company whomever might running 100 confident making lot money people speak texas school friend happens attorney notified january a 2020 regarding hotelsonecom crap 205465 thought booking directly hotel peru obviously yahoos price 788 us entered credit card information price almost tripled said nonrefundable low capital one take care one pay gladly ruin pristine credit capital one informed stance item displeased expedite new company hotelsone created also sent note co mark florence a ups go escalationsalso please click ones left a stars company check folks linked feb pictures information friends rita misti doug robertson tracy sales rick rokoszsue hahn karen garland etc goes guys overall rating of criminal huge scam,"Date of experience: January 03, 2020",en,HotelSone
Scammed out of $62 for this…,scammed of misrepresented site careful thought hotel reservation site got switched hotline fees disclosed ended immediate full payment change cancellation allowed,"Date of experience: January 01, 2020",en,HotelSone
Hotels One pretext Hilton Rooms,discovered fact several reviews hotels one pretext hilton pictures firepit impression getting 325 nightpretexting highly illegal several industries reason happy,"Date of experience: December 30, 2019",en,HotelSone
Thought I was on Hampton Inn website,thought hampton inn website started looking place put hilton honor points realized scammed nonrefundable reservation outrageous,"Date of experience: December 29, 2019",en,HotelSone
Do not trust booking on this website,trust booking website reserved refundable room one minute later got conformation saying non refundablethere website phone numbers actually thought hotelscom,"Date of experience: December 22, 2019",en,HotelSone
This review is only about your website,review website looks good screen fairly easy navigate printout confirmation awful basic form color fine pertinent information related reservation grey almost impossible read even use strong desk light read itinerary number requested loyal motel a client rating apply,"Date of experience: December 20, 2019",en,HotelSone
Wonderful,wonderfulsuper fast easy,"Date of experience: December 19, 2019",en,HotelSone
Location..Easy Access to metro,locationeasy access metro reachablefriendlyprofessional,"Date of experience: December 18, 2019",en,HotelSone
"Website was simple,explained everything…",website simpleexplained everything clearly simple use looking forward stay,"Date of experience: December 17, 2019",en,HotelSone
The Hotel experience is so Bad,room picture show online sides fake meany different real pics parking facility available hotel park car road one damage car hotel take responsibility parking facilities available should mentioned online booking sides,"Date of experience: December 17, 2019",en,HotelSone
Was trying to book direct,trying book direct realize hotelsonewont happen,"Date of experience: December 14, 2019",en,HotelSone
Make a reservation directly,allow call property directly called 1855 told rooms available online system booked room waiting agent check availability tell rooms,"Date of experience: December 10, 2019",en,HotelSone
Absolute Scam!!!!,booked room emerald lodge by rate given 16500 night pressed confirm charged 46500 nightwith explicit statement stating rate non refundable cancel would receive refund anywhere booking page charged 220000 say displeased absolute understatement furious,"Date of experience: December 10, 2019",en,HotelSone
Expedia / HotelsOne,company believe subsidiary expedite started presenting search result google made look like actual hotel searched site continued deception boldly large font showing hotel name much smaller text box hotelsone name appeared looked much like and site identification listed rate best availablewhich higher rate available actual hotel website finally marked actual rate nearly of likely making hotel transaction responses customercare evasive helpful avoid company see creeping booking,"Date of experience: December 09, 2019",en,HotelSone
"Your site is easy to use,but does not…",site easy useful provide opportunity use possible discount optionssuch harp best western rewards card,"Date of experience: December 07, 2019",en,HotelSone
Best Hotel Staff in Oklahoma City,best hotel staff oklahoma city great personal true blessing thank much blessed advent,"Date of experience: December 05, 2019",en,HotelSone
"Booked a room in australia,",booked room australiatold would send email confirmed sendai ring direct motel confirm bookingvery unnerving considering amount dud internet sites,"Date of experience: December 04, 2019",en,HotelSone
VAT invoices not provided,booked hotel london requested vat invoice hotel advised since booking arranged hotelsone would ask vat invoice hotelsone claim unable provide one clear time booking shall book direct next time,"Date of experience: December 03, 2019",en,HotelSone
Good,good clean room good service located proximity baptist medical center,"Date of experience: December 01, 2019",en,HotelSone
I had the best time in this hotel…,best time hotel everything needed coolers chairs towels carts go beach rooms clean nothing ever complain definitely come back everyone work nice guys absolute great job thank great time,"Date of experience: December 01, 2019",en,HotelSone
Website is quick and easy to use,website quick easy use confirmation given immediately,"Date of experience: December 01, 2019",en,HotelSone
Very Affordable thur your cite,fast easy affordable,"Date of experience: November 28, 2019",en,HotelSone
You need to always answer your phone,need always answer phone losing business notyour web site could improved better viewingusuing,"Date of experience: November 26, 2019",en,HotelSone
I great,great staff warm friendly front desk funny room clean,"Date of experience: November 26, 2019",en,HotelSone
I called what I thought was the resort…,called thought resort directly told nothing available particular resort look properties area assuming parent company owned several resorts agreed told operator wanted ocean front room confirmed three times fact one bedroom ocean front room booked still thinking actual property purchased non refundable rate since knew would changes dates etc received confirmation seeing hotelsone resort perplexed also reservation ocean front fact particular resort doesn't even offer ocean front one bedroom suite called back hotelsone explain situation course given lip service basically told since booked nonrefundable rate nothing could told different operator first one course misinformed type room getting feel refund payment would offer refund of dollars original rate always sure clicking links getting actual resort intention recommend using booking company,"Date of experience: November 25, 2019",en,HotelSone
NOt a good experience once i needed to change reservation.,couldn't makes changes email link count get anyone phone finally able cancel registration online sure actually get refund bogus fingerprint saying hotel doesn't allow plus charged of extras fees taxes a doesn't sales tax hope int dispute charge credit card,"Date of experience: November 22, 2019",en,HotelSone
Avoid Using Hotelsone to book Your Room,hotelsone deserves one star atrocious customer services first mistake realizing signed hotelsone rather actual regal hotel booked hotel room a weeks advance paid booking within couple days discovered needed change hotel date a weeks advance a emailed phoned hotelsone explained situation assured would understand price difference penalty would pay instead informed matter keeping entire payment nearly 150 payment would applied booking made took searching internet find direct number hotel wanted make sure ever deal hotelsone called hotel personally told absolutely problem cancel reservation made new reservation paid goethe hotel shocked response hotelsone hotel kept assuring problem cancelling first reservation understand hotelsone refused apply already paid money new reservations assured hotel couldn't believe either would never deal hotelsone,"Date of experience: November 20, 2019",en,HotelSone
VERY GOOD SITE,good site easy find need,"Date of experience: November 19, 2019",en,HotelSone
I always have THE BEST time on The…,always best time queen experience awesome daughter family get busy forget stop a eat but want keep movingthe rooms org perfect,"Date of experience: November 12, 2019",en,HotelSone
You need to be able to change the…,need able change reservation line messed booked one day call try change reservation transferred three times none people spoke english first language said couldn't change reservation ended going back online making separate reservation second night,"Date of experience: November 09, 2019",en,HotelSone
Fast and easy,stayed find hotel convenient booking direct easy process certain use thank,"Date of experience: November 08, 2019",en,HotelSone
Searched the hotel I wanted to stay at…,searched hotel wanted stay selected book room option idea didst actually book hotel site called change reservation sitter fell daughter trying upgrade suite normal king room hilton says cave call hotels one hotels one tells in allowed change reservation either sleep floor wife daughter bed sleep eat 260 book room need sure covered fine print somewhere in screwed little misleading search hotel want stay redirected third party site immediately charges card doesn't allow alter reservation way,"Date of experience: November 06, 2019",en,HotelSone
Excellent,excellent easy comfortable,"Date of experience: October 30, 2019",en,HotelSone
Fast to book,fast look book,"Date of experience: October 25, 2019",en,HotelSone
Great place to stay!,great place stay friendly ownersclean rooms stay next year carlkathy latina,"Date of experience: October 21, 2019",en,HotelSone
Been here b4 I started wit the standard…,by started wit standard worked way way executive suite really want one wit pool a anniversary a months looking forward a booking hope get discount overall rooms a great,"Date of experience: October 16, 2019",en,HotelSone
My reservation is 2 months away,reservation a months away credit card already charged every reservation made past didst charge arrived get refund cancel,"Date of experience: October 08, 2019",en,HotelSone
Radisson blu Anchorage,madison blu anchorage i lagos amazing place rate full a stars,"Date of experience: October 08, 2019",en,HotelSone
Love this place,love place right water amenities,"Date of experience: October 07, 2019",en,HotelSone
False impression of official site of National parks,made reservations one or advance paid deposit time pay charged of due price increase hotel said would never went internet site misrepresented official yosemite site examine source closely go travelyosemitecom instead,"Date of experience: October 04, 2019",en,HotelSone
"Confusing, misleading, unhelpful advisor",confusing phone number address hotel hotels one wanted pay upfront card details live entered live found possible need cancel booking rebook different conditions confusing,"Date of experience: October 04, 2019",en,HotelSone
beautiful boutique guest house,beautiful boutique guest house lovely location excellent food accommodation lovely staff,"Date of experience: October 02, 2019",en,HotelSone
Very good location and lovely comfy…,good location lovely comfy bed lot character breakfast bit basic would probably stay,"Date of experience: October 02, 2019",en,HotelSone
An enjoyable stay,enjoyed two night stay couple weeks ago ibis centrum hotel conveniently located quite area around 500 metres main station close main rooms view river check check efficient members staff dealt helpful polite professional rooms fine gripe fact tea coffee bags provided ibis hotels stayed breakfast fine fact tables located three rooms meant guests often getting others way looking spare table going food counter two small points stay excellent,"Date of experience: September 30, 2019",en,HotelSone
I wish it would give the AARP discount…,wish would give harp discount least ask,"Date of experience: September 28, 2019",en,HotelSone
We enjoyed our stay at Travelodge…,enjoyed stay travelogue clifton hill returning clean staff polite friendlythe price good clothe location awesome,"Date of experience: September 28, 2019",en,HotelSone
Awesome place,awesome place de lux hotelconvenient website good info,"Date of experience: September 28, 2019",en,HotelSone
At last an excellent website for quick…,last excellent website quick efficient online hotel booking point suicide least two rubbish though well known booking websites unbelievably badly constructed first one didst even button tab make booking page finally chose shall never ever use hotel booking site hotelsone future thanks,"Date of experience: September 27, 2019",en,HotelSone
Exceptional facility and staff,exceptional facility staff hotel room excellent staff friendly helpful,"Date of experience: September 27, 2019",en,HotelSone
Great hotel but paying 26$ for your parking,great hotel paying of parking unbelievable,"Date of experience: September 27, 2019",en,HotelSone
Very simple to find information…,simple find information required easy enter details booking finalising quick easy excellent experience,"Date of experience: September 27, 2019",en,HotelSone
Accurate description,accurate description hotel easy website use good value,"Date of experience: September 26, 2019",en,HotelSone
You first confirmed my reservation at a…,first confirmed reservation comfortable rate informed booked room less comfortable rate regretfully accepted,"Date of experience: September 26, 2019",en,HotelSone
Very pleasant stay....clean…,pleasant stayclean comfortable bedfriendly staff,"Date of experience: September 25, 2019",en,HotelSone
The process of making reservations…do not allow discounts to apply.,process making reservations online allow applying discounts made reservations book lincoln speakeasy told discount would apply reserved a rooms charge full price waited phone of minuets agent sound,"Date of experience: September 25, 2019",en,HotelSone
Great Hotel and . Service!,nice place stay,"Date of experience: September 24, 2019",en,HotelSone
Fiesta Hotel Henderson,fiesta hotel henderson nevada great place done drive las vegas stay henderson fiesta hotel instead nice restaurants casino clean smell smoke good a system,"Date of experience: September 23, 2019",en,HotelSone
Big surprise,big surprise wonderful restaurant accommodating staff pleasantly surprised nice,"Date of experience: September 23, 2019",en,HotelSone
Great condo location and amenities,enjoyed condo indoor parking amenities gym facilities fantastic location access kelowna vineyards,"Date of experience: September 23, 2019",en,HotelSone
"Appomattox Inn & Suites/Appomattox, va.n",hotel clean nice staff helpful plan stay next year holiday lake the shooting completion pleased get special rate due completion,"Date of experience: September 23, 2019",en,HotelSone
"No Private Bathrooms ................No one explained the lack of ""private""…",one explained lack private bathrooms lack elevator friend trouble navigating stairs luggage,"Date of experience: September 22, 2019",en,HotelSone
Customer service top notch,called everyone kind totally understood fear going stay flooding happening didn't miss lead us would refunded hotel hotel refund quickly credit card credited a days that crazy fast,"Date of experience: September 22, 2019",en,HotelSone
Wonderful staff who welcome you with a very friendly manner,wonderful staff welcome friendly mannerthe room large cleangreat location short a minute walk main strip shopsthe food hotels restaurant absolutely delicious book anywhere else in horsham,"Date of experience: September 22, 2019",en,HotelSone
The Mizpah was great!,micah great service made reservations easier especially billing stay,"Date of experience: September 22, 2019",en,HotelSone
Great value,friendly immaculate excellent beds internet didst work well,"Date of experience: September 21, 2019",en,HotelSone
Wonderful stay,husband really enjoyed stay holiday inn sydney nova scotia room comfortable wonderful view sydney river housekeeping staff accommodating husband sensitive scent linda washed sheets pillow slips made bed happy linda restaurant staff linda carol helpful pleasant made stay enjoyable,"Date of experience: September 20, 2019",en,HotelSone
Booking with Hotels One was fast and…,booking hotels one fast easy issues,"Date of experience: September 20, 2019",en,HotelSone
Great location,great location friendly staff clean hotel,"Date of experience: September 19, 2019",en,HotelSone
Beautiful room,beautiful room love decor comfy bed great location,"Date of experience: September 19, 2019",en,HotelSone
Clean and Friendly!!,clean friendly caring hosts wonderful breakfast,"Date of experience: September 18, 2019",en,HotelSone
Easy Booking,easy booking verification hotel good customer service,"Date of experience: September 18, 2019",en,HotelSone
Excellent service and they had the best…,excellent service best price excellent hotel paid booking unfortunately cancel one reservation booked three rooms money refunded visa promptly,"Date of experience: September 18, 2019",en,HotelSone
a good tidy hotel in a good location,good tidy hotel good location meets needs,"Date of experience: September 18, 2019",en,HotelSone
Really the booking was easy on the web…,really booking easy web site sister coming pennsylvania meeting new stepson wife new grandson first time wife love area know sister also,"Date of experience: September 17, 2019",en,HotelSone
Everything was handled to our total…,everything handled total satisfaction,"Date of experience: September 17, 2019",en,HotelSone
Enjoyed the location,enjoyed location atmospherepool,"Date of experience: September 17, 2019",en,HotelSone
Shut this Days Inn Down!,hotel disgusting dated furniture needs go trash bathroom looked like mold behind bathroom door carpet needs replacing comforter blankets appeared old smell marijuana smoked room arrived ceiling patched leak painted days inn never expected disappointed owners need ashamed total reservations need done never stay recommend anyone stay either,"Date of experience: September 16, 2019",en,HotelSone
I have booked for the first time from…,booked first time hotelsone easy any rates also cheaper websites googled found good deal thanks,"Date of experience: September 16, 2019",en,HotelSone
We had a very pleasant visit at your…,pleasant visit hotel people pleasant welcoming room building nice enjoyed stay,"Date of experience: September 16, 2019",en,HotelSone
We had a experienced a pleasant 5 days…,experienced pleasant a days campanile hotel heyday clean rooms comfy bed good reasonable meals,"Date of experience: September 16, 2019",en,HotelSone
I was very happy with the hotel and the…,happy hotel service,"Date of experience: September 14, 2019",en,HotelSone
We loved it,loved of year anniversary nice little getaway clean nice room beds comfy love miles ark encounter,"Date of experience: September 14, 2019",en,HotelSone
It's great,great like motel,"Date of experience: September 14, 2019",en,HotelSone
Great,good price change room room hot tub helped made possible use fact going book right,"Date of experience: September 14, 2019",en,HotelSone
good stay hope to return next year or…,good stay hope return next year,"Date of experience: September 13, 2019",en,HotelSone
Very comfortable and close to…,comfortable close everything,"Date of experience: September 12, 2019",en,HotelSone
Perfect for what we needed coming in…,perfect needed coming football game last minute got room clean nice people buffet nighttime breakfast good food bar didst tend besides everything good shuttle ride football game back nice well pool looked nice didst go may next time go visit,"Date of experience: September 11, 2019",en,HotelSone
Hotel 1 is outstanding,hotel a outstanding helped matter a minutes got booked a hurricane dorian shelter a husbandry jack russell doggieand sincerely sam,"Date of experience: September 11, 2019",en,HotelSone
Clean and tidy with friendly staff,clean tidy friendly staff recommended,"Date of experience: September 11, 2019",en,HotelSone
Hotel Staff are very accommodating,hotel staff accommodating room cleanprice high could stayed longer,"Date of experience: September 10, 2019",en,HotelSone
Good,good price fast,"Date of experience: September 09, 2019",en,HotelSone
Value and service.,great value pleasant staff,"Date of experience: September 09, 2019",en,HotelSone
Excellent apartment accomodation in Cairns,southern cross atrium location beach views excellent access cairns central shopping centre easy get anywhere foot car good kitchen excellent workspace bench business travellers people need work well play outdoor pools bbl areas also make great families well well priced staff excellent,"Date of experience: September 09, 2019",en,HotelSone
Up to Date and Simple,simple website use problems,"Date of experience: September 08, 2019",en,HotelSone
Very enjoyable stay Pool and hot tub…,enjoyable stay pool hot tub good staff very helpful missing somewhere sit outside couple tables would helpful,"Date of experience: September 08, 2019",en,HotelSone
Effective Review System,review system straightforward even marin understand,"Date of experience: September 07, 2019",en,HotelSone
Easy to use,easy use,"Date of experience: September 07, 2019",en,HotelSone
The booking experience was quick and…,booking experience quick easy however wished fee booking made known beforehand checked hotel,"Date of experience: September 05, 2019",en,HotelSone
Fabulous room on top floor with…,fabulous room top floor brilliant views clean service excellent,"Date of experience: September 05, 2019",en,HotelSone
Easy to book on line,easy book line mention breakfast extra rate quoted,"Date of experience: September 04, 2019",en,HotelSone
Booking through HotelsOne was really easy!!!,booking hotelsone really easy third party booking site felt confident reservation would valid live couple bookings third party booking sites didst actually hold room didst confirmation would charged way higher price room didst system would definitely recommend,"Date of experience: September 04, 2019",en,HotelSone
Norwich Inn is a fine hotel,norwich inn fine hotel upgraded room spacious comfortable large wellstocked bathroom breakfast adequate pleasant experience try brews house microbrewery bar hesitation recommending norwich inn,"Date of experience: September 04, 2019",en,HotelSone
Process was easy,process easy even messed date mistake corrected happy,"Date of experience: September 03, 2019",en,HotelSone
Hotels One got the Job Done-Met our needs,hotels one easy use change reservations twice due ongoing circumstances end problems also happy location view room requested great time incurred problems stay san luis resort galveston island definitely use hotels one future bookings island,"Date of experience: September 02, 2019",en,HotelSone
easy enough to use,easy enough use happy use wish option add parking asked you wanted parking booking,"Date of experience: September 02, 2019",en,HotelSone
Great staff clean room good location…,great staff clean room good location reasonable price,"Date of experience: September 02, 2019",en,HotelSone
I love this hotel!,love hoteleveryone went beyond make sure stay awesome room really cool,"Date of experience: September 02, 2019",en,HotelSone
Very enjoyable short stay at this…,enjoyable short stay facility definitely revisit recommend others,"Date of experience: September 02, 2019",en,HotelSone
excellence,excellence friendly staffcleaness,"Date of experience: September 01, 2019",en,HotelSone
Location was great the blue jazzy…,location great blue jazzy restaurant downstairs great food room priced well clean would stay toronto,"Date of experience: August 31, 2019",en,HotelSone
Great place to stay.,cleanhelpful staffthank,"Date of experience: August 31, 2019",en,HotelSone
excellent conditions and environment…,excellent conditions environment good relaxing,"Date of experience: August 30, 2019",en,HotelSone
Queen Mary is a great place to stay,queen mary great place stay love history authentic one kind floating museum original details much board explore grab food board enjoy fabulous cocktail observation bar beautiful deco bar grab drink go explore ship stern bow luxurious current standard that thing go vegas love history want stay aboard luxury liner unique beauty storied say haunted hallways salons original murals art deco appointments pass,"Date of experience: August 29, 2019",en,HotelSone
Got a great view of Marina,got great view marina place remodelling pretty sure next time done,"Date of experience: August 28, 2019",en,HotelSone
The folks at the Inn were friendly and BEST STAY,folks inn friendly helpful every way always spoken everyone inn room great comfortable break bar fantastic numerous items line room service excellent lady urichsville working ord floor absolutely great friendly demeanour always helpful,"Date of experience: August 28, 2019",en,HotelSone
We had lived in Clayton 40 years ago,lived clayton of years ago wanted go back attend church helped build every square inch used two lane road town edge built went travellers reviews make pick motel older well maintained room rates economical two families stayed together four nightfall clean continental breakfast tasty especially waffles fresh fruitwould recommend especially families budget,"Date of experience: August 28, 2019",en,HotelSone
A very easy site to navigagte with…,easy site navigate helpful pictures descriptions information,"Date of experience: August 27, 2019",en,HotelSone
no problems,problems easy booking,"Date of experience: August 27, 2019",en,HotelSone
Booking was done for Days inn on line,booking done days inn line problems booking concern credit card charged full amount advance booking made,"Date of experience: August 27, 2019",en,HotelSone
Grandchildren loved it.,bad hotel kids definitely needs updating renovating,"Date of experience: August 27, 2019",en,HotelSone
It was the best hotel on our trip,best hotel trip room large clean beds comfortable bathroom super cleanthank upgrading us price service excellent,"Date of experience: August 26, 2019",en,HotelSone
Great Experience,first time using hotelsone everything went great,"Date of experience: August 26, 2019",en,HotelSone
Great location,great location food excellent good leisure facilities comfortable quiet room helpful receptionists,"Date of experience: August 26, 2019",en,HotelSone
surprising value for price,surprising value price room clean everything could want overnight stop desk staff person competent personable breakfast good expensive hotels extremely delighted,"Date of experience: August 26, 2019",en,HotelSone
Very easy way to help plan our vacation…,easy way help plan vacation accommodation,"Date of experience: August 26, 2019",en,HotelSone
R's Rating,quick easy booking experience lodging,"Date of experience: August 26, 2019",en,HotelSone
First trip planned for Thailand,excellent description hotel convenient location good price,"Date of experience: August 26, 2019",en,HotelSone
Due to family illness,due family illness required quick access accommodation central coast booking agents helpful fulfilled requirements well,"Date of experience: August 26, 2019",en,HotelSone
Great location,great location spacious comfortable room beautiful view excellent service hotel restaurant staff,"Date of experience: August 25, 2019",en,HotelSone
An exceptional place to stay,exceptional place stay location view facilities friendly staff ability fulfill request,"Date of experience: August 24, 2019",en,HotelSone
